token,freq
복숭아와,2
볶아낸,2
본업은,2
본연의,2
봐주세요,2
봤어요,2
부드러움,2
부득이하게,2
부라타치즈,2
부랴부랴,2
부리또,2
부분에,2
부산광역시,2
부산진구,2
부스터,2
부어,2
부엌에서는,2
부쩍,2
부탁드려요,2
분들꼭,2
분들도,2
분들의,2
분량대로,2
분에,2
분이,2
분컷,2
분후,2
불고기가,2
브랜드의,2
브런치를,2
브런치의,2
브레드,2
블루베리,2
비내리는,2
비빔밥,2
비어,2
비쥬얼,2
비트는,2
비트후무스샐러드,2
빠져,2
빠지지,2
빨래,2
빨리,2
빵과,2
빵도,2
빵반갈해서,2
빼고,2
빼지,2
뽑은,2
뿌려도,2
뿌려주기,2
뿌려주세요,2
뿌려줬습니다,2
뿌리지말고조금씩,2
사과예요,2
사과주스,2
사는,2
사람들,2
사람들도,2
사람들이,2
사랑,2
사부작,2
사서,2
사알짝,2
사용가능,2
사용시,2
사용하기딱,2
사이드로,2
사장님,2
사장님과,2
사장님께서,2
사장님도,2
사장님이,2
사정을,2
사진에는,2
사진이,2
사진찍느라,2
사진찍다보니,2
사항,2
산도가,2
산미와,2
살들과,2
살려서,2
살살,2
살아있는,2
상담,2
상승,2
상큼하게,2
상큼함이균형을,2
상품권,2
새로이,2
새벽,2
새벽배송,2
새송이버섯,2
새우구이,2
새우살,2
새콤,2
색은,2
색이,2
샐러드까지,2
샐러드나,2
샐러드등,2
샐러드에용,2
샐러드파스타,2
샐러드판다,2
샐미닛,2
생각을,2
생각하다가,2
생각했던,2
생각했습니다,2
생겨,2
생기면,2
생략,2
생선,2
생식빵,2
생연어,2
생으로,2
생활체육지도자,2
샤인,2
샤인머스캣에,2
서리태,2
서울대입구역,2
석식,2
섞어낸,2
섞어서,2
섞어주고,2
섞은,2
선물까지,2
선물박스,2
선물받기도,2
선선해진,2
선택가능,2
선택불가인데,2
선택해,2
선호하시는,2
섭취,2
섭취의,2
성격을가지게,2
성격이,2
성공,2
성공하길,2
성분,2
세계,2
세꼬집,2
세대가,2
세미원,2
소금과,2
소금약간ㆍㆍ,2
소금에,2
소금은,2
소금후추만,2
소다와,2
소보가,2
소스까지,2
소스의,2
소스입니다,2
소식이,2
솔드아웃입니다,2
송도타임스페이스,2
쇼핑백무료증정,2
수량에따라,2
수분을,2
수염,2
수육,2
수정,2
수제리코타치즈,2
수제청,2
수확되는상위,2
수확해,2
숙성했다고,2
숫자가,2
쉐프님이,2
쉬는,2
쉬는날,2
쉬라즈,2
쉬운,2
쉽게,2
쉽고,2
슈레드,2
슈레드치즈,2
스노우,2
스스로,2
스쳤네요,2
스타일로,2
스탬프,2
스테이크와,2
스텐,2
스페셜,2
스프볼,2
슬기픽,2
슬라이스하고,2
슬로우캘리로,2
슬쩍,2
습관을,2
시간에,2
시간을,2
시끄러운,2
시나몬,2
시럽,2
시리즈,2
시마감,2
시에,2
시작해서,2
시작해요,2
시작했어요,2
시저드레싱,2
시즈널,2
시즈닝,2
시첫,2
시켜,2
시험을,2
식감까지,2
식감을,2
식구,2
식단관리를,2
식단도,2
식단에,2
식빵,2
식사와,2
식재료,2
식탁도,2
식탁이,2
식품으로식이섬유가,2
신경,2
신경써서,2
신상,2
신선하게,2
신선함을,2
신청은,2
신품종으로,2
실리팟,2
실속,2
싫은,2
싱싱한,2
싶다고,2
싶어요,2
싶으신,2
싶지만,2
싸기,2
싸봤는데,2
싸서,2
쌈장마요,2
써브웨이에서,2
쏘는,2
쑝여사,2
쓰는,2
씨앗을,2
씻어,2
씻은,2
아기,2
아까,2
아끼지않은,2
아니,2
아니고,2
아마,2
아메리카노,2
아무거나,2
아무것도,2
아무도,2
아보카도가,2
아보카도를,2
아부지,2
아삭아삭한,2
아쉬웠지만,2
아오리,2
아이들을,2
아점으로,2
아침마다,2
아픈게,2
안나거든요,2
안빼먹고,2
않으면,2
않지만,2
알달루시아,2
알로버,2
알로하,2
알로하포케,2
알수가,2
알싸한,2
알찬,2
알칼리성,2
앞다리살,2
애용하고,2
야마,2
야마가,2
야채가,2
야채는뺄,2
야채들로,2
야채만,2
야채믹스,2
양으로,2
양파는,2
얘두,2
어느덧,2
어디서,2
어때요,2
어려운데,2
어린이들,2
어우러진,2
어쩜,2
어찌,2
억제에도,2
언니네,2
언니의,2
얼갈이는,2
얼룩,2
얼마,2
얼마전,2
얼음,2
얼큰,2
엄마는,2
없네요,2
없는것,2
없답니다,2
없어,2
없으니,2
없을,2
없음,2
에게아,2
에그샌드위치,2
에그타르트,2
에그햄,2
에너지를,2
에라모르겠다,2
에버랜드,2
에어프라이어에,2
에프,2
에피루스비오스,2
엔다이브,2
엔틱한,2
엪굽,2
여기가,2
여기서,2
여기에,2
여기저기,2
여긴,2
여년,2
여러분의,2
여유가,2
여유로운,2
역대급,2
연휴동안,2
열매의신선함과,2
염증수치도,2
였구요,2
였는데,2
영양도,2
영양소,2
옆에,2
예쁘더라구요,2
예약문의,2
예약시,2
예약주문,2
예약주심,2
예약해주시면,2
예정,2
예정되어,2
예정이라,2
옛날적,2
오겠슨,2
오늘이에요,2
오더,2
오래가더라구요,2
오랜,2
오랫동안,2
오른,2
오세요,2
오운완,2
오이는,2
오이랑,2
오일과,2
오일로,2
오일은,2
오전에,2
오전오후로,2
오피셜,2
옥수수면,2
온다,2
올라오고,2
올려주고,2
올려주기,2
올려주면,2
올려줬는데,2
올리면,2
올리브는,2
올리브오일과,2
올리브오일로,2
올리브오일로라부부,2
올리브오일에,2
올리브유도,2
올리브유와,2
올리브유이지만,2
올리브유인데,2
올리아로라,2
올리아로라오일처럼,2
올린,2
올릴게요,2
올만에,2
와사비크래미,2
와인무화과크림치즈,2
와인안주로,2
와일드,2
와일드루꼴라,2
와주셔서,2
와중에,2
완두콩,2
완벽히,2
완성된,2
왔네요,2
왔어요,2
왜냐면,2
요거,2
요놈,2
요리를,2
요맘떼만,2
요새,2
요일,2
요즘들어,2
요즘은,2
요즘처럼,2
용기에,2
우삼겹메밀면샐러드,2
우선,2
우엉,2
우유,2
우유에,2
운동으로,2
운동은,2
운정,2
원더스점에서만,2
원데이,2
원리,2
원플레이트,2
원하는,2
원활하게,2
월간,2
월메뉴,2
월을,2
월의,2
웨이트,2
웻지로,2
위로가,2
위로를,2
위생적인,2
위치한,2
위험이,2
유난히,2
유료,2
유명,2
유명해서많은,2
유아의자,2
육수,2
율무를,2
음식으로,2
음식이,2
음식이라면,2
음식이에요,2
응용력을,2
응원합니다,2
이거슨,2
이건,2
이걸,2
이것저것,2
이곳,2
이득,2
이라고,2
이라는,2
이라서,2
이랑,2
이런향은,2
이런향의,2
이리도,2
이모저모,2
이미,2
이미지,2
이번엔,2
이번주,2
이베리코,2
이벤트가,2
이쁘고,2
이슈로,2
이야기,2
이야기가전해져,2
이어,2
이어가셔요,2
이에요,2
이왕,2
이용안내,2
이용안내는,2
이용해,2
이태리푸드마켓,2
이후,2
익어가며작은,2
인분,2
인스타,2
인연도,2
인연을맺게,2
인원,2
인정,2
인증,2
일본에서,2
일산,2
일상에서,2
일상으로,2
일상이,2
일점심,2
일주일,2
일째,2
일차,2
입맛이,2
입이,2
입터질까봐,2
있겠습니다,2
있길래,2
있네요,2
있는듯,2
있다는,2
있다면,2
있던,2
있어보임,2
자격사항,2
자극이,2
자두,2
자부심이,2
자신들의,2
자연스럽게,2
자체가,2
잘먹었어요감사합니다,2
잘어울려요,2
잘익은,2
잠깐,2
잡고,2
잡곡,2
잡아줘서,2
잡은,2
장거리,2
장난아니에요,2
장산역점,2
장조림,2
재료가,2
재료의,2
재배되는,2
재배로,2
저녁까지는,2
저당초코잼,2
저렴한,2
저번에,2
저혈당,2
적당하고,2
적양파,2
적어,2
전에,2
전에는,2
전엔,2
전자레인지,2
전통의,2
전통적인,2
전품목,2
전해주는,2
절로,2
절식해주겠습니다,2
절임류는,2
점검하고,2
점심도,2
점심시간,2
점심식사,2
점점,2
접목해수확,2
정규반,2
정기휴무입니다,2
정도는,2
정도로,2
정리,2
정말정말,2
정성,2
정성껏,2
정성스레,2
정신없이,2
정원에,2
정직한,2
제거한다,2
제외하였습니다,2
제육볶음,2
제작,2
제조,2
제철이라,2
제품들이에요,2
제품입니다,2
조금더,2
조금씩,2
조금은,2
조기,2
조심하세요,2
조정,2
조합에,2
조화가,2
조화로운,2
조화로운독특한,2
종류의,2
종목이,2
좋겠어요,2
좋네,2
좋다,2
좋다고,2
좋아하는데,2
좋아해서,2
좋았고,2
좋았지만,2
좋은걸까,2
좋은데,2
좋을것,2
좋을때라,2
좋지만,2
주구장창,2
주근깨가,2
주도,2
주로,2
주로이용함,2
주말이,2
주며동맥경화,2
주문주셔서,2
주문해,2
주셨던이태리푸드마켓에,2
주소,2
주스,2
주스도,2
주시는,2
주시는데,2
주시면,2
주신,2
주었답니다야마가,2
주중,2
주키니,2
준다는,2
준비도,2
준비한다,2
준비해요,2
준비했답니다,2
줄양,2
줄어드는,2
줄어들고,2
중독적인,2
중동식,2
중심부에,2
중심으로,2
중요한,2
중요한가요,2
중요한일은,2
중인,2
즉시,2
즐겁고,2
즐기면,2
즐기세요,2
즐기지도,2
지금은,2
지나고,2
지난주,2
지난주는,2
지방에서,2
지방의,2
지중해맛,2
지지직,2
지켜봐,2
직장인게,2
직접고른,2
진간장,2
진공포장으로,2
진짜다,2
진해,2
질리지,2
집들이,2
집밥은,2
집순이지만,2
집앞까지,2
집에가서,2
집에서도,2
집으로,2
짤올라,2
짤유키,2
짭조름한,2
짭조름함과,2
짭짤한,2
짱맛,2
쪼금,2
쪽에,2
쫄깃한,2
쭈욱,2
찍먹,2
찍은,2
찜기로,2
차곡차곡,2
차근차근,2
차돌박이와,2
차려본,2
차로,2
차지키,2
착즙사과주스,2
찬물에,2
찰떡이에요,2
참나물,2
참쥬,2
참치,2
찹쌀밥,2
창고형,2
찾게,2
찾는,2
찾아온,2
찾아주시면,2
채널,2
채소들과,2
채소의,2
채썰어,2
채울,2
채워,2
채칼로,2
챙겨드세요,2
챙겨보세요,2
챙겨야,2
챙기고,2
챙기세요,2
처음엔,2
처음으로,2
처음이라,2
천추,2
첫끼,2
첫맛은,2
첫번째로,2
청무화과,2
청양,2
청양고추와,2
청양고추치미추리,2
체력증진,2
체스키포슬란,2
체에걸러,2
초간단,2
초록,2
초록빛에서,2
촉촉,2
촌스마마,2
최고야,2
최근,2
최선을,2
최선의,2
추가로,2
추석에,2
추석연휴,2
추성훈,2
추워진다는데,2
추천드리는,2
추출해,2
축하해,2
출근,2
출시됐는데,2
출시됐어요,2
출신,2
출출하다고,2
춥지도,2
충분히,2
충전,2
취향,2
취향을,2
치운다어떤게,2
치즈가,2
치즈보드,2
치킨을,2
치팅,2
치팅을,2
치팅이,2
치팅전,2
치팅하게,2
친구,2
친구가,2
친구는,2
친구는다몰페타,2
친구들과,2
친구랑,2
친구를,2
친환경,2
칼로리를,2
칼칼한,2
커서,2
커스텀,2
커트러리,2
커피담다,2
케이준,2
케이크,2
코리안,2
코치,2
코튼시드,2
콜레스테롤,2
콜콜,2
콜키지,2
콩담백면,2
콰트로치즈퐁듀,2
쿠스쿠스를,2
쿠팡,2
쿠팡이츠,2
퀄리티,2
퀴노아,2
퀴즈,2
크기,2
크런치,2
크림연어,2
크림치즈를,2
클래스는,2
클래스에,2
클리어,2
키오스크,2
킥인,2
탄단지,2
탄생한,2
탄수로,2
탄수를,2
탈탈,2
탕탕이,2
태어난,2
태우듯,2
탱글한,2
테이블부터,2
토마토가,2
토마토와,2
토마토파스타,2
토요일,2
토핑궁금해서,2
토핑도,2
톡톡하기,2
통깨,2
통밀,2
통밀또띠아인듯,2
통밀식빵샌드위치,2
통한,2
트러플잠봉소금빵샌드위치,2
트리플,2
특가로,2
특별가,2
특별히,2
특유의,2
특징이던,2
튼튼한방병원,2
티타임,2
파내고,2
파니니,2
파니니가,2
파로,2
파르마지아노,2
파스타는,2
파스타면이,2
파슬리도,2
파주,2
팔로우하기,2
팔아도,2
패스트,2
팬케이크를,2
퍼져밸런스가,2
퍽퍽할,2
페스토,2
펜넬,2
편리해요,2
편안하게,2
편히,2
평대,2
평범한,2
평소보다,2
포기,2
포도의,2
포만감이,2
포인트예요,2
포장도,2
포장해왔어요,2
포케를,2
포케커피,2
포켓,2
폭발,2
폴드포크,2
표고버섯,2
푸드,2
푸짐해서,2
풀향기가,2
풀향기에,2
풀향이,2
품절,2
품절핫치킨,2
품종으로,2
품종의,2
품질관리를하며,2
풋풋한,2
풍겨와,2
풍부,2
풍부해,2
풍부해져요이탈리아,2
프란토이아에는올리브에,2
프랜차이즈,2
프레시,2
프레퍼스,2
프로슈토의,2
프릴아이스,2
플라워,2
플래티넘,2
플레이팅도,2
피구알,2
피넛,2
피드,2
피드마실,2
피드에서,2
피스타치오,2
픽업,2
픽업만,2
픽한,2
필요,2
필요합니다,2
핑크솔트,2
하겠습니다,2
하기,2
하나로,2
하나의,2
하네,2
하는지,2
하니까,2
하던,2
하루의,2
하면서,2
하몽,2
하시고,2
하신,2
하오니,2
하와이의,2
하이프로틴,2
하지않아요,2
하프,2
한결,2
한계가,2
한국의,2
한끼로,2
한다,2
한덩이,2
한번씩,2
한살림,2
한숨에,2
한스푼씩,2
한우,2
한잔,2
한접시,2
한주,2
한참,2
한통,2
할수있어요,2
할인쿠폰,2
함께해요,2
함량이,2
함박,2
핫한,2
항만,2
항산화,2
항산화에,2
항염,2
해서아이가,2
해야지,2
해요그래서인지,2
해주고,2
해주세요,2
해줬는데,2
해피테이블은,2
햄치즈에그샌드위치,2
햇올리브를,2
했거든요시험,2
했구요,2
했더니,2
했어요,2
했을,2
행복이,2
허기진,2
허니마요소스,2
허브렌치딥소스,2
헹궈,2
현미귀리밥,2
현직,2
혈관,2
호매실점,2
호박,2
호스테이크샐러드,2
호점,2
호제가,2
홈메이드,2
홈쇼핑,2
홈페이지에서,2
홍새우,2
화이트소스,2
화이팅,2
화정동,2
확실히,2
확인,2
확인하세요,2
환경에서,2
환절기,2
활기차게,2
활동을,2
활용할,2
활짝,2
황금사과얇은,2
회복,2
효과적이에요,2
효능,2
후다닥,2
후랑크,2
후무스를,2
후식으로,2
후에르타로스까뇨스,2
후추갈갈하고,2
후추넣은,2
후추로,2
후추를,2
훌륭한,2
휴일,2
흘리면,2
히히,2
히히이번에도,2
힘든데,2
힘으로,2
힘이,2
